TRINITY_DN3888_c0_g1	TRINITY_DN3888_c0_g1_i3	SDHA_CAEEL^SDHA_CAEEL^Q:17-1951,H:1-646^80.805%ID^E:0^RecName: Full=Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	.	TRINITY_DN3888_c0_g1_i3.p7	1609-1409[-]	.	.	.	.	.	.	.	.	.	.
TRINITY_DN3888_c0_g1	TRINITY_DN3888_c0_g1_i3	SDHA_CAEEL^SDHA_CAEEL^Q:17-1951,H:1-646^80.805%ID^E:0^RecName: Full=Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	.	TRINITY_DN3888_c0_g1_i3.p8	581-384[-]	.	.	.	.	.	.	.	.	.	.
TRINITY_DN3888_c0_g1	TRINITY_DN3888_c0_g1_i3	SDHA_CAEEL^SDHA_CAEEL^Q:17-1951,H:1-646^80.805%ID^E:0^RecName: Full=Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	.	TRINITY_DN3888_c0_g1_i3.p9	1914-2084[+]	.	.	.	.	.	.	.	.	.	.
TRINITY_DN3857_c0_g1	TRINITY_DN3857_c0_g1_i14	CYSP2_HAECO^CYSP2_HAECO^Q:3-425,H:179-319^68.085%ID^E:3.82e-67^RecName: Full=Cathepsin B-like cysteine proteinase 2;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Strongylida; Trichostrongyloidea; Haemonchidae; Haemonchinae; Haemonchus	.	TRINITY_DN3857_c0_g1_i14.p1	3-425[+]	CYSP2_HAECO^CYSP2_HAECO^Q:1-141,H:179-319^68.085%ID^E:3.44e-67^RecName: Full=Cathepsin B-like cysteine proteinase 2;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Strongylida; Trichostrongyloidea; Haemonchidae; Haemonchinae; Haemonchus	PF00112.22^Peptidase_C1^Papain family cysteine protease^24-141^E:2.4e-31	.	.	.	.	GO:0008234^molecular_function^cysteine-type peptidase activity	GO:0008234^molecular_function^cysteine-type peptidase activity`GO:0006508^biological_process^proteolysis	.	.
TRINITY_DN3857_c0_g1	TRINITY_DN3857_c0_g1_i14	CYSP2_HAECO^CYSP2_HAECO^Q:3-425,H:179-319^68.085%ID^E:3.82e-67^RecName: Full=Cathepsin B-like cysteine proteinase 2;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Strongylida; Trichostrongyloidea; Haemonchidae; Haemonchinae; Haemonchus	.	TRINITY_DN3857_c0_g1_i14.p2	323-3[-]	.	.	.	ExpAA=22.97^PredHel=1^Topology=i47-69o	.	.	.	.	.	.
TRINITY_DN3857_c0_g1	TRINITY_DN3857_c0_g1_i14	CYSP2_HAECO^CYSP2_HAECO^Q:3-425,H:179-319^68.085%ID^E:3.82e-67^RecName: Full=Cathepsin B-like cysteine proteinase 2;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Strongylida; Trichostrongyloidea; Haemonchidae; Haemonchinae; Haemonchus	.	TRINITY_DN3857_c0_g1_i14.p3	1-222[+]	.	.	.	.	.	.	.	.	.	.
TRINITY_DN3857_c0_g1	TRINITY_DN3857_c0_g1_i14	CYSP2_HAECO^CYSP2_HAECO^Q:3-425,H:179-319^68.085%ID^E:3.82e-67^RecName: Full=Cathepsin B-like cysteine proteinase 2;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Strongylida; Trichostrongyloidea; Haemonchidae; Haemonchinae; Haemonchus	.	TRINITY_DN3857_c0_g1_i14.p4	119-301[+]	.	.	.	.	.	.	.	.	.	.
TRINITY_DN56787_c0_g1	TRINITY_DN56787_c0_g1_i5	EF1A_CAEEL^EF1A_CAEEL^Q:1-291,H:190-286^91.753%ID^E:4.85e-57^RecName: Full=Elongation factor 1-alpha;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	.	TRINITY_DN56787_c0_g1_i5.p1	55-291[+]	EF1A_CAEEL^EF1A_CAEEL^Q:1-79,H:208-286^92.405%ID^E:1.59e-45^RecName: Full=Elongation factor 1-alpha;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	.	.	.	COG5256^This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis (By similarity)	KEGG:cel:CELE_F31E3.5`KEGG:cel:CELE_R03G5.1`KO:K03231	GO:0005737^cellular_component^cytoplasm`GO:0005622^cellular_component^intracellular`GO:0005525^molecular_function^GTP binding`GO:0003924^molecular_function^GTPase activity`GO:0003746^molecular_function^translation elongation factor activity`GO:0008135^molecular_function^translation factor activity, RNA binding`GO:0009792^biological_process^embryo development ending in birth or egg hatching`GO:0040007^biological_process^growth	.	.	.
TRINITY_DN56787_c0_g1	TRINITY_DN56787_c0_g1_i5	EF1A_CAEEL^EF1A_CAEEL^Q:1-291,H:190-286^91.753%ID^E:4.85e-57^RecName: Full=Elongation factor 1-alpha;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	.	TRINITY_DN56787_c0_g1_i5.p2	2-202[+]	.	.	.	ExpAA=21.09^PredHel=1^Topology=o42-61i	.	.	.	.	.	.
TRINITY_DN21044_c0_g1	TRINITY_DN21044_c0_g1_i4	NAS31_CAEEL^NAS31_CAEEL^Q:266-1576,H:87-526^44.144%ID^E:5.5e-128^RecName: Full=Zinc metalloproteinase nas-31;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	.	TRINITY_DN21044_c0_g1_i4.p1	35-1630[+]	NAS31_CAEEL^NAS31_CAEEL^Q:78-514,H:87-526^44.144%ID^E:1.62e-128^RecName: Full=Zinc metalloproteinase nas-31;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	PF01400.23^Astacin^Astacin (Peptidase family M12A)^159-341^E:6.6e-58	.	.	ENOG410ZPX7^Meprin A	KEGG:cel:CELE_F58B4.1	GO:0005576^cellular_component^extracellular region`GO:0004222^molecular_function^metalloendopeptidase activity`GO:0008270^molecular_function^zinc ion binding`GO:0018996^biological_process^molting cycle, collagen and cuticulin-based cuticle	GO:0004222^molecular_function^metalloendopeptidase activity`GO:0006508^biological_process^proteolysis	.	.
TRINITY_DN21044_c0_g1	TRINITY_DN21044_c0_g1_i4	NAS31_CAEEL^NAS31_CAEEL^Q:266-1576,H:87-526^44.144%ID^E:5.5e-128^RecName: Full=Zinc metalloproteinase nas-31;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	.	TRINITY_DN21044_c0_g1_i4.p2	1095-1322[+]	.	.	.	.	.	.	.	.	.	.
TRINITY_DN21044_c0_g1	TRINITY_DN21044_c0_g1_i4	NAS31_CAEEL^NAS31_CAEEL^Q:266-1576,H:87-526^44.144%ID^E:5.5e-128^RecName: Full=Zinc metalloproteinase nas-31;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	.	TRINITY_DN21044_c0_g1_i4.p3	976-773[-]	.	.	.	.	.	.	.	.	.	.
TRINITY_DN21044_c0_g1	TRINITY_DN21044_c0_g1_i4	NAS31_CAEEL^NAS31_CAEEL^Q:266-1576,H:87-526^44.144%ID^E:5.5e-128^RecName: Full=Zinc metalloproteinase nas-31;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	.	TRINITY_DN21044_c0_g1_i4.p4	372-181[-]	.	.	.	.	.	.	.	.	.	.
TRINITY_DN21044_c0_g1	TRINITY_DN21044_c0_g1_i4	NAS31_CAEEL^NAS31_CAEEL^Q:266-1576,H:87-526^44.144%ID^E:5.5e-128^RecName: Full=Zinc metalloproteinase nas-31;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	.	TRINITY_DN21044_c0_g1_i4.p5	1536-1685[+]	.	.	.	.	.	.	.	.	.	.
TRINITY_DN21075_c0_g1	TRINITY_DN21075_c0_g1_i1	MAOM_ASCSU^MAOM_ASCSU^Q:3-425,H:88-228^71.631%ID^E:1.36e-68^RecName: Full=NAD-dependent malic enzyme, mitochondrial;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Ascaridida; Ascaridoidea; Ascarididae; Ascaris	.	TRINITY_DN21075_c0_g1_i1.p1	3-428[+]	MAOM_ASCSU^MAOM_ASCSU^Q:1-141,H:88-228^71.631%ID^E:1.22e-68^RecName: Full=NAD-dependent malic enzyme, mitochondrial;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Ascaridida; Ascaridoidea; Ascarididae; Ascaris	PF00390.18^malic^Malic enzyme, N-terminal domain^57-141^E:7.7e-28	.	.	.	.	GO:0005759^cellular_component^mitochondrial matrix`GO:0004471^molecular_function^malate dehydrogenase (decarboxylating) (NAD+) activity`GO:0046872^molecular_function^metal ion binding`GO:0051287^molecular_function^NAD binding`GO:0008948^molecular_function^oxaloacetate decarboxylase activity	GO:0004471^molecular_function^malate dehydrogenase (decarboxylating) (NAD+) activity`GO:0055114^biological_process^oxidation-reduction process	.	.
TRINITY_DN21088_c0_g1	TRINITY_DN21088_c0_g1_i5	TTR2_CAEEL^TTR2_CAEEL^Q:22-435,H:6-148^41.259%ID^E:3.89e-32^RecName: Full=Transthyretin-like protein 2;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	.	TRINITY_DN21088_c0_g1_i5.p1	1-438[+]	TTR2_CAEEL^TTR2_CAEEL^Q:8-145,H:6-148^41.259%ID^E:1.03e-32^RecName: Full=Transthyretin-like protein 2;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	PF01060.22^TTR-52^Transthyretin-like family^32-112^E:3.2e-28	.	ExpAA=18.16^PredHel=1^Topology=o5-24i	ENOG4110KZA^Transthyretin-like family	KEGG:cel:CELE_K03H1.4	GO:0005615^cellular_component^extracellular space	GO:0005615^cellular_component^extracellular space	.	.
TRINITY_DN21078_c0_g1	TRINITY_DN21078_c0_g1_i2	ACH23_CAEEL^ACH23_CAEEL^Q:392-1627,H:23-445^56.368%ID^E:1.79e-155^RecName: Full=Betaine receptor acr-23 {ECO:0000303|PubMed:24212673};^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	.	TRINITY_DN21078_c0_g1_i2.p1	326-1810[+]	ACH23_CAEEL^ACH23_CAEEL^Q:23-451,H:23-460^54.875%ID^E:6.77e-175^RecName: Full=Betaine receptor acr-23 {ECO:0000303|PubMed:24212673};^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	PF02931.22^Neur_chan_LBD^Neurotransmitter-gated ion-channel ligand binding domain^31-241^E:1.6e-52`PF02932.15^Neur_chan_memb^Neurotransmitter-gated ion-channel transmembrane region^248-415^E:4e-19	.	ExpAA=64.15^PredHel=3^Topology=o242-264i277-294o309-331i	ENOG4110I2V^Neurotransmitter-gated ion-channel ligand binding domain	.	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0005230^molecular_function^extracellular ligand-gated ion channel activity`GO:0004888^molecular_function^transmembrane signaling receptor activity	GO:0005230^molecular_function^extracellular ligand-gated ion channel activity`GO:0006811^biological_process^ion transport`GO:0016021^cellular_component^integral component of membrane	.	.
TRINITY_DN21078_c0_g1	TRINITY_DN21078_c0_g1_i2	ACH23_CAEEL^ACH23_CAEEL^Q:392-1627,H:23-445^56.368%ID^E:1.79e-155^RecName: Full=Betaine receptor acr-23 {ECO:0000303|PubMed:24212673};^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	.	TRINITY_DN21078_c0_g1_i2.p2	1569-1796[+]	.	.	.	.	.	.	.	.	.	.
TRINITY_DN21078_c0_g1	TRINITY_DN21078_c0_g1_i2	ACH23_CAEEL^ACH23_CAEEL^Q:392-1627,H:23-445^56.368%ID^E:1.79e-155^RecName: Full=Betaine receptor acr-23 {ECO:0000303|PubMed:24212673};^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	.	TRINITY_DN21078_c0_g1_i2.p3	1351-1569[+]	.	.	.	.	.	.	.	.	.	.
TRINITY_DN21078_c0_g1	TRINITY_DN21078_c0_g1_i2	ACH23_CAEEL^ACH23_CAEEL^Q:392-1627,H:23-445^56.368%ID^E:1.79e-155^RecName: Full=Betaine receptor acr-23 {ECO:0000303|PubMed:24212673};^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	.	TRINITY_DN21078_c0_g1_i2.p4	354-136[-]	.	.	.	.	.	.	.	.	.	.
TRINITY_DN21078_c0_g1	TRINITY_DN21078_c0_g1_i2	ACH23_CAEEL^ACH23_CAEEL^Q:392-1627,H:23-445^56.368%ID^E:1.79e-155^RecName: Full=Betaine receptor acr-23 {ECO:0000303|PubMed:24212673};^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	.	TRINITY_DN21078_c0_g1_i2.p5	1027-842[-]	.	.	.	.	.	.	.	.	.	.
TRINITY_DN21078_c0_g1	TRINITY_DN21078_c0_g1_i2	ACH23_CAEEL^ACH23_CAEEL^Q:392-1627,H:23-445^56.368%ID^E:1.79e-155^RecName: Full=Betaine receptor acr-23 {ECO:0000303|PubMed:24212673};^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	.	TRINITY_DN21078_c0_g1_i2.p6	1808-1656[-]	.	.	.	.	.	.	.	.	.	.
TRINITY_DN21078_c0_g1	TRINITY_DN21078_c0_g1_i2	ACH23_CAEEL^ACH23_CAEEL^Q:392-1627,H:23-445^56.368%ID^E:1.79e-155^RecName: Full=Betaine receptor acr-23 {ECO:0000303|PubMed:24212673};^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	.	TRINITY_DN21078_c0_g1_i2.p7	1203-1054[-]	.	.	.	.	.	.	.	.	.	.
TRINITY_DN39333_c0_g2	TRINITY_DN39333_c0_g2_i3	YLK1_CAEEL^YLK1_CAEEL^Q:400-1185,H:80-332^24.907%ID^E:1.47e-09^RecName: Full=Uncharacterized kinase-like protein D1044.1;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	.	TRINITY_DN39333_c0_g2_i3.p1	1-1365[+]	YLK1_CAEEL^YLK1_CAEEL^Q:134-395,H:80-332^24.907%ID^E:7.29e-10^RecName: Full=Uncharacterized kinase-like protein D1044.1;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	PF07914.10^DUF1679^Protein of unknown function (DUF1679)^42-448^E:9.6e-112`PF02958.19^EcKinase^Ecdysteroid kinase^152-372^E:2.7e-11`PF01636.22^APH^Phosphotransferase enzyme family^155-368^E:1.1e-10	.	.	ENOG4110J3H^CHK	KEGG:cel:CELE_D1044.1	GO:0016301^molecular_function^kinase activity	.	.	.
TRINITY_DN39333_c0_g2	TRINITY_DN39333_c0_g2_i3	YLK1_CAEEL^YLK1_CAEEL^Q:400-1185,H:80-332^24.907%ID^E:1.47e-09^RecName: Full=Uncharacterized kinase-like protein D1044.1;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	.	TRINITY_DN39333_c0_g2_i3.p2	329-75[-]	.	.	.	.	.	.	.	.	.	.
TRINITY_DN39333_c0_g2	TRINITY_DN39333_c0_g2_i3	YLK1_CAEEL^YLK1_CAEEL^Q:400-1185,H:80-332^24.907%ID^E:1.47e-09^RecName: Full=Uncharacterized kinase-like protein D1044.1;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	.	TRINITY_DN39333_c0_g2_i3.p3	1077-853[-]	.	.	.	.	.	.	.	.	.	.
TRINITY_DN5905_c0_g1	TRINITY_DN5905_c0_g1_i8	YAF7_CAEEL^YAF7_CAEEL^Q:37-609,H:1-189^25.888%ID^E:1.64e-06^RecName: Full=Uncharacterized protein F46C5.7;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	.	TRINITY_DN5905_c0_g1_i8.p1	1-615[+]	YAF7_CAEEL^YAF7_CAEEL^Q:13-203,H:1-189^25.888%ID^E:1.27e-09^RecName: Full=Uncharacterized protein F46C5.7;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	.	.	ExpAA=89.23^PredHel=4^Topology=o45-67i74-96o106-128i140-162o	ENOG4110MCE^NA	KEGG:cel:CELE_F46C5.7	GO:0016021^cellular_component^integral component of membrane	.	.	.
TRINITY_DN5905_c0_g1	TRINITY_DN5905_c0_g1_i8	YAF7_CAEEL^YAF7_CAEEL^Q:37-609,H:1-189^25.888%ID^E:1.64e-06^RecName: Full=Uncharacterized protein F46C5.7;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	.	TRINITY_DN5905_c0_g1_i8.p2	153-485[+]	.	.	.	ExpAA=23.80^PredHel=1^Topology=i25-47o	.	.	.	.	.	.
TRINITY_DN5905_c0_g1	TRINITY_DN5905_c0_g1_i8	YAF7_CAEEL^YAF7_CAEEL^Q:37-609,H:1-189^25.888%ID^E:1.64e-06^RecName: Full=Uncharacterized protein F46C5.7;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	.	TRINITY_DN5905_c0_g1_i8.p3	311-3[-]	.	.	.	.	.	.	.	.	.	.
TRINITY_DN5998_c0_g2	TRINITY_DN5998_c0_g2_i1	FLP11_CAEEL^FLP11_CAEEL^Q:1355-1597,H:27-108^75.61%ID^E:1.4e-30^RecName: Full=FMRFamide-like neuropeptides 11;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	.	TRINITY_DN5998_c0_g2_i1.p1	1256-1606[+]	FLP11_CAEEL^FLP11_CAEEL^Q:34-114,H:27-108^75.61%ID^E:3.94e-38^RecName: Full=FMRFamide-like neuropeptides 11;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	PF01581.15^FARP^FMRFamide related peptide family^44-49^E:180`PF01581.15^FARP^FMRFamide related peptide family^58-63^E:110`PF01581.15^FARP^FMRFamide related peptide family^87-93^E:6.7	.	.	ENOG411147C^NA	KEGG:cel:CELE_K02G10.4	GO:0005576^cellular_component^extracellular region`GO:0071855^molecular_function^neuropeptide receptor binding`GO:0007218^biological_process^neuropeptide signaling pathway`GO:0030431^biological_process^sleep	GO:0007218^biological_process^neuropeptide signaling pathway	.	.
